Start,End,Speaker,Text
0 days 00:14:15,0 days 00:14:16,SPEAKER 1, You talked a lot about sleep yesterday.
0 days 00:14:16,0 days 00:14:17,SPEAKER 1, We loved it.
0 days 00:14:17,0 days 00:14:19,SPEAKER 1, I got given a sleeping bangle.
0 days 00:14:19,0 days 00:14:20,SPEAKER 1, Good.
0 days 00:14:20,0 days 00:14:21,SPEAKER 1, But I don't need this quietly.
0 days 00:14:21,0 days 00:14:23,SPEAKER 2," There are many, many residents sort of programs"
0 days 00:14:23,0 days 00:14:25,SPEAKER 2, and initiatives and strategies
0 days 00:14:25,0 days 00:14:29,SPEAKER 2, and the fit between the program and your school
0 days 00:14:29,0 days 00:14:31,SPEAKER 2, has to be pretty tight.
0 days 00:14:31,0 days 00:14:32,SPEAKER 2," So you've really got to think about,"
0 days 00:14:32,0 days 00:14:33,SPEAKER 2," as George said,"
0 days 00:14:33,0 days 00:14:36,SPEAKER 2, what's going to bring most of the people on side?
0 days 00:14:36,0 days 00:14:38,SPEAKER 2, You need to think about things that are going to rev up
0 days 00:14:38,0 days 00:14:40,SPEAKER 2, and kind of have a sense of meaning
0 days 00:14:40,0 days 00:14:41,SPEAKER 2, and compassion as Martin said.
0 days 00:14:41,0 days 00:14:44,SPEAKER 2, It's taking something that has clearly
0 days 00:14:44,0 days 00:14:47,SPEAKER 2," the capacity to show you a pre-measure,"
0 days 00:14:47,0 days 00:14:48,SPEAKER 2," not just of the problems,"
0 days 00:14:48,0 days 00:14:50,SPEAKER 2, but also the strengths of students
0 days 00:14:50,0 days 00:14:52,SPEAKER 2, and then give you the capacity to re-measure
0 days 00:14:52,0 days 00:14:53,SPEAKER 2, maybe 12 months down the track.
0 days 00:14:53,0 days 00:14:55,SPEAKER 2, So you can kind of see.
0 days 00:14:55,0 days 00:14:57,SPEAKER 2, We know that we're not going to tackle
0 days 00:14:57,0 days 00:15:00,SPEAKER 2, all of the resilience issues in one 12 month period
0 days 00:15:00,0 days 00:15:02,SPEAKER 2, but we want to have a different profile
0 days 00:15:02,0 days 00:15:04,SPEAKER 2, in a year's time than we have now.
0 days 00:15:04,0 days 00:15:06,SPEAKER 2, Some areas will have increased.
0 days 00:15:06,0 days 00:15:07,SPEAKER 2, Hopefully not too many have decreased
0 days 00:15:07,0 days 00:15:09,SPEAKER 2," but at the same time,"
0 days 00:15:09,0 days 00:15:11,SPEAKER 2, what will be tackling probably a year from today
0 days 00:15:11,0 days 00:15:14,SPEAKER 2, should be different than what we're tackling this year
0 days 00:15:14,0 days 00:15:15,SPEAKER 2, because there will be different priorities
0 days 00:15:15,0 days 00:15:18,SPEAKER 2, and that also applies to different age groups as well.
0 days 00:15:18,0 days 00:15:20,SPEAKER 1, Andrew brought up just reminding me
0 days 00:15:20,0 days 00:15:22,SPEAKER 1, that it's really important to review too
0 days 00:15:22,0 days 00:15:23,SPEAKER 1, and to keep reviewing
0 days 00:15:23,0 days 00:15:26,SPEAKER 1, and you can't just implement a program and go problem solved.
0 days 00:15:26,0 days 00:15:27,SPEAKER 1, We're done now.
0 days 00:15:27,0 days 00:15:29,SPEAKER 1, You need to keep checking back and reviewing
0 days 00:15:29,0 days 00:15:31,SPEAKER 1, how it's going and tweaking it.
0 days 00:15:31,0 days 00:15:33,SPEAKER 1, And the Mind Matter Survey can help with that.
0 days 00:15:33,0 days 00:15:34,SPEAKER 1," Yeah, definitely."
0 days 00:15:34,0 days 00:15:36,SPEAKER 1," To finish, I'll leave you with this quote"
0 days 00:15:36,0 days 00:15:38,SPEAKER 1, from the resilient Thomas Edison
0 days 00:15:38,0 days 00:15:40,SPEAKER 1," who said, I have not failed."
0 days 00:15:40,0 days 00:15:43,SPEAKER 1," I've just found 10,000 ways that won't work."
